achievements,activity.id,activity.resource_state,athlete.id,athlete.resource_state,average_cadence,average_heartrate,average_watts,device_watts,distance,elapsed_time,end_index,hidden,id,max_heartrate,moving_time,name,pr_rank,resource_state,segment.activity_type,segment.average_grade,segment.city,segment.climb_category,segment.country,segment.distance,segment.elevation_high,segment.elevation_low,segment.end_latitude,segment.end_latlng,segment.end_longitude,segment.hazardous,segment.id,segment.maximum_grade,segment.name,segment.private,segment.resource_state,segment.starred,segment.start_latitude,segment.start_latlng,segment.start_longitude,segment.state,start_date,start_date_local,start_index
[],3574471561,1,14175897,1,,,190.4,False,895.57,182,551,False,2704460581770084427,,182,SJMA mini climb east side,,2,Ride,1.9,Waterloo,0,Canada,895.57,397.6,380.8,43.47054021432996,"[43.47054021432996, -80.59244541451335]",-80.59244541451335,False,1844481,7.1,SJMA mini climb east side,False,2,False,43.46523170359433,"[43.46523170359433, -80.58438898064196]",-80.58438898064196,ON,2020-06-06T14:45:11Z,2020-06-06T10:45:11Z,370
[],3574471561,1,14175897,1,,,115.7,False,1232.7,155,722,False,2704460581770084435,,155,Erbsville Rd Town line sprint,,2,Ride,-1.3,Waterloo,0,Canada,1232.7,371.9,350.4,43.479764,"[43.479764, -80.603113]",-80.603113,False,5347399,1.7,Erbsville Rd Town line sprint,False,2,False,43.471319,"[43.471319, -80.593252]",-80.593252,ON,2020-06-06T14:48:29Z,2020-06-06T10:48:29Z,567
[],3574471561,1,14175897,1,,,161.9,False,1677.2,223,826,False,2704460581770084441,,223,Erbsville - SJAM to Bisch,,2,Ride,-0.7,Waterloo,0,Canada,1677.2,358.4,345.2,43.484044,"[43.484044, -80.60906]",-80.60906,False,12144994,5.4,Erbsville - SJAM to Bisch,False,2,False,43.473015,"[43.473015, -80.595921]",-80.595921,Ontario,2020-06-06T14:49:06Z,2020-06-06T10:49:06Z,604
[],3574471561,1,14175897,1,,,147.4,False,1483.59,253,1085,True,2704460581770084461,,253,Disch - Erbsvillle to Benjamin,,2,Ride,0.6,Waterloo,0,Canada,1483.59,357.6,348.8,43.49761459976435,"[43.49761459976435, -80.60859357006848]",-80.60859357006848,False,2273227,8.9,Disch - Erbsvillle to Benjamin,False,2,False,43.48434059880674,"[43.48434059880674, -80.60911106877029]",-80.60911106877029,ON,2020-06-06T14:52:55Z,2020-06-06T10:52:55Z,832
[],3574471561,1,14175897,1,,,146.8,False,1279.7,217,1067,False,2704460581770084453,,217,Bisch Bash TT Push,,2,Ride,0.9,Waterloo,0,Canada,1279.7,360.8,348.4,43.496795,"[43.496795, -80.608667]",-80.608667,False,18257729,7.8,Bisch Bash TT Push,False,2,False,43.485319,"[43.485319, -80.609175]",-80.609175,Ontario,2020-06-06T14:53:13Z,2020-06-06T10:53:13Z,850
[],3574471561,1,14175897,1,,,141.8,False,2096.9,347,1746,False,2704460581770084469,,347,Martin Creek Northbound,,2,Ride,0.2,Waterloo,0,Canada,2096.9,361.9,347.7,43.516452,"[43.516452, -80.579758]",-80.579758,False,5531701,5.8,Martin Creek Northbound,False,2,False,43.49776,"[43.49776, -80.5828]",-80.5828,ON,2020-06-06T15:02:25Z,2020-06-06T11:02:25Z,1399
[],3574471561,1,14175897,1,,,126.0,False,3419.64,619,5117,True,2704460581770084477,,619,David St.,,2,Ride,0.7,Elora,0,Canada,3419.64,411.2,384.0,43.71660439297557,"[43.71660439297557, -80.41381104849279]",-80.41381104849279,False,1116634,26.4,David St.,False,2,False,43.694879841059446,"[43.694879841059446, -80.4437384661287]",-80.4437384661287,ON,2020-06-06T17:04:10Z,2020-06-06T13:04:10Z,4498
[],3574471561,1,14175897,1,,,127.5,False,543.0,2096,8899,False,2704460581770084491,,621,26th Climb,,2,Ride,4.9,Belwood,0,Canada,543.0,451.4,424.6,43.787426,"[43.787426, -80.313113]",-80.313113,False,18358872,13.7,26th Climb,False,2,False,43.790919,"[43.790919, -80.318082]",-80.318082,Ontario,2020-06-06T18:07:46Z,2020-06-06T14:07:46Z,8182
[],3574471561,1,14175897,1,,,85.1,False,2644.2,803,11372,False,2704460581770084501,,583,Rail Trail West,,2,Ride,0.0,Fergus,0,Canada,2644.2,434.6,432.2,43.7387,"[43.7387, -80.363329]",-80.363329,False,7116077,5.8,Rail Trail West,False,2,False,43.733149,"[43.733149, -80.332645]",-80.332645,ON,2020-06-06T19:16:26Z,2020-06-06T15:16:26Z,10777
[],3574471561,1,14175897,1,,,93.8,False,5116.5,1887,14990,False,2704460581770084515,,1072,Wellington Rd 18 - Wellington Rd 7 to 8 Line,,2,Ride,-0.3,"Ontario N0B, Canada",0,Canada,5116.5,299.2,271.8,43.658134,"[43.658134, -80.493096]",-80.493096,False,5718883,9.8,Wellington Rd 18 - Wellington Rd 7 to 8 Line,False,2,False,43.691148,"[43.691148, -80.448899]",-80.448899,ON,2020-06-06T20:18:52Z,2020-06-06T16:18:52Z,13899
[],3574471561,1,14175897,1,,,104.7,False,1798.6,545,15429,False,2704460581770084523,,424,Wellington Rd 18 / Northfield - 8 Line W to Sandyhills Dr,,2,Ride,-0.9,"Ontario N0B, Canada",0,Canada,1798.6,277.6,261.8,43.645241,"[43.645241, -80.505635]",-80.505635,False,5718865,0.0,Wellington Rd 18 / Northfield - 8 Line W to Sandyhills Dr,False,2,False,43.658118,"[43.658118, -80.493248]",-80.493248,ON,2020-06-06T20:50:22Z,2020-06-06T16:50:22Z,14993
[],3574471561,1,14175897,1,,,172.2,False,5294.8,654,16122,False,2704460581770084529,,654,Northfield - Sandy Hills to 86,,2,Ride,-0.3,Elmira,0,Canada,5294.8,370.5,349.7,43.595945,"[43.595945, -80.507922]",-80.507922,False,21304176,2.9,Northfield - Sandy Hills to 86,False,2,False,43.642524,"[43.642524, -80.506158]",-80.506158,Ontario,2020-06-06T21:00:06Z,2020-06-06T17:00:06Z,15468
[],3565252972,1,14175897,1,,,98.5,False,735.954,238,489,False,2703764858871674877,,238,Kaitlyn's Switchbacks,,2,Ride,1.0,Waterloo,0,Canada,735.954,384.9,374.0,43.43029916,"[43.43029916, -80.57026757]",-80.57026757,False,2335351,3.5,Kaitlyn's Switchbacks,False,2,False,43.4274977,"[43.4274977, -80.56550781]",-80.56550781,ON,2020-06-04T21:28:10Z,2020-06-04T17:28:10Z,251
"[{'type_id': 3, 'type': 'pr', 'rank': 3}]",3565252972,1,14175897,1,,,93.3,False,367.6,158,755,False,2703764858871674921,,158,Bypass,3.0,2,Ride,-0.4,Waterloo,0,Canada,367.6,386.8,382.3,43.430737,"[43.430737, -80.575928]",-80.575928,False,12252657,4.8,Bypass,False,2,False,43.430991,"[43.430991, -80.573693]",-80.573693,Ontario,2020-06-04T21:34:04Z,2020-06-04T17:34:04Z,597
[],3565252972,1,14175897,1,,,93.9,False,612.6,155,753,True,2703764858871674903,,155,Bypass ( 2016 additions ),,2,Ride,-0.2,Waterloo,0,Canada,612.6,387.4,382.7,43.43077,"[43.43077, -80.575896]",-80.575896,False,13645406,3.5,Bypass ( 2016 additions ),False,2,False,43.431046,"[43.431046, -80.573569]",-80.573569,Ontario,2020-06-04T21:34:05Z,2020-06-04T17:34:05Z,598
[],3565252972,1,14175897,1,,,163.6,False,1413.17,502,1230,False,2703764858871675001,,502,Climbing the Cut,,2,Ride,2.5,Wilmot,0,Canada,1413.17,417.4,372.8,43.42676274948141,"[43.42676274948141, -80.58907379403765]",-80.58907379403765,False,1439325,11.8,Climbing the Cut,False,2,False,43.430418139364036,"[43.430418139364036, -80.57615937672608]",-80.57615937672608,ON,2020-06-04T21:36:50Z,2020-06-04T17:36:50Z,763
[],3565252972,1,14175897,1,,,164.0,False,770.7,222,1008,False,2703764858871674965,,222,Rocky Mountain + Kicker to Scrambler,,2,Ride,3.7,Waterloo,0,Canada,770.7,404.2,374.7,43.428592,"[43.428592, -80.586403]",-80.586403,False,12243864,12.1,Rocky Mountain + Kicker to Scrambler,False,2,False,43.430135,"[43.430135, -80.577525]",-80.577525,Ontario,2020-06-04T21:37:13Z,2020-06-04T17:37:13Z,786
[],3565252972,1,14175897,1,,,161.1,False,700.0,201,987,True,2703764858871674941,,201,Hydrocut climb,,2,Ride,2.0,Waterloo,0,Canada,700.0,289.6,275.6,43.428726,"[43.428726, -80.585932]",-80.585932,False,5736731,15.0,Hydrocut climb,False,2,False,43.430083,"[43.430083, -80.577501]",-80.577501,ON,2020-06-04T21:37:13Z,2020-06-04T17:37:13Z,786
"[{'type_id': 3, 'type': 'pr', 'rank': 1}]",3565252972,1,14175897,1,,,241.1,False,240.6,61,997,False,2703764858871674957,,61,Hydrocut Field Climb,1.0,2,Ride,7.6,,0,Canada,240.6,403.2,384.6,43.42871,"[43.42871, -80.586262]",-80.586262,False,11993373,11.3,Hydrocut Field Climb,False,2,False,43.429318,"[43.429318, -80.583563]",-80.583563,Ontario,2020-06-04T21:39:43Z,2020-06-04T17:39:43Z,936
[],3565252972,1,14175897,1,,,193.0,False,751.4,327,1229,False,2703764858871674991,,327,Hydrocut Climb + Scrambler,,2,Ride,4.0,,0,Canada,751.4,417.7,384.6,43.426805,"[43.426805, -80.58902]",-80.58902,False,11993363,12.1,Hydrocut Climb + Scrambler,False,2,False,43.429315,"[43.429315, -80.583648]",-80.583648,Ontario,2020-06-04T21:39:44Z,2020-06-04T17:39:44Z,937
[],3565252972,1,14175897,1,,,178.1,False,636.1,268,1229,True,2703764858871675021,,268,Scrambler (from Garmin data),,2,Ride,4.0,St. Agatha,0,Canada,636.1,417.0,391.6,43.426856,"[43.426856, -80.589042]",-80.589042,False,7302798,18.0,Scrambler (from Garmin data),False,2,False,43.428756,"[43.428756, -80.586239]",-80.586239,ON,2020-06-04T21:40:43Z,2020-06-04T17:40:43Z,996
[],3565252972,1,14175897,1,,,207.9,False,539.3,221,1225,True,2703764858871674977,,221,Scrambler,,2,Ride,2.1,St. Agatha,0,Canada,539.3,417.6,404.2,43.426868,"[43.426868, -80.588897]",-80.588897,False,5755545,12.8,Scrambler,False,2,False,43.428572,"[43.428572, -80.586348]",-80.586348,ON,2020-06-04T21:40:55Z,2020-06-04T17:40:55Z,1008
"[{'type_id': 3, 'type': 'pr', 'rank': 1}]",3565252972,1,14175897,1,,,123.1,False,10269.8,4825,5672,False,2703764858871675373,,4695,Hydrocut - Snyder Leg,1.0,2,Ride,0.0,Petersburg,0,Canada,10269.8,417.8,362.3,43.428399,"[43.428399, -80.586492]",-80.586492,False,9670304,18.0,Hydrocut - Snyder Leg,False,2,False,43.42839,"[43.42839, -80.586513]",-80.586513,Ontario,2020-06-04T21:41:36Z,2020-06-04T17:41:36Z,1049
[],3565252972,1,14175897,1,,,125.3,False,2703.0,1085,2317,True,2703764858871675061,,1085,Adams Run (Spring 2013 updated) - WCC Hydrocut,,2,Ride,0.0,St. Agatha,0,Canada,2703.0,413.8,387.7,43.42672,"[43.42672, -80.589107]",-80.589107,False,3984388,13.4,Adams Run (Spring 2013 updated) - WCC Hydrocut,False,2,False,43.426648,"[43.426648, -80.589082]",-80.589082,ON,2020-06-04T21:45:17Z,2020-06-04T17:45:17Z,1235
[],3565252972,1,14175897,1,,,126.5,False,3016.3,1058,2294,False,2703764858871675039,,1058,Adam's Run 2017 Update,,2,Ride,-0.0,,0,Canada,3016.3,420.2,387.0,43.426594,"[43.426594, -80.58917]",-80.58917,False,16292122,49.2,Adam's Run 2017 Update,False,2,False,43.4266,"[43.4266, -80.588913]",-80.588913,Ontario,2020-06-04T21:45:21Z,2020-06-04T17:45:21Z,1239
[],3565252972,1,14175897,1,,,103.3,False,2208.73,688,3076,False,2703764858871675123,,688,"Sweet Street, Jake, Dead Camel (WCC Hydrocut)",,2,Ride,-1.3,Wilmot,0,Canada,2208.73,416.5,384.8,43.42689,"[43.42689, -80.59289]",-80.59289,False,1500232,16.5,"Sweet Street, Jake, Dead Camel (WCC Hydrocut)",False,2,False,43.42668,"[43.42668, -80.58919]",-80.58919,ON,2020-06-04T22:04:53Z,2020-06-04T18:04:53Z,2389
[],3565252972,1,14175897,1,,,59.0,False,466.9,106,2745,False,2703764858871675073,,106,Jake's Attack (WCC Hydrocut),,2,Ride,-1.5,St. Agatha,0,Canada,466.9,393.4,384.2,43.427212,"[43.427212, -80.589886]",-80.589886,False,5085739,9.6,Jake's Attack (WCC Hydrocut),False,2,False,43.426912,"[43.426912, -80.589471]",-80.589471,ON,2020-06-04T22:09:04Z,2020-06-04T18:09:04Z,2640
[],3565252972,1,14175897,1,,,108.7,False,443.5,119,2878,False,2703764858871675089,,119,Jake's Breakaway,,2,Ride,-0.7,St. Agatha,0,Canada,443.5,411.6,387.5,43.427438,"[43.427438, -80.590534]",-80.590534,False,5240111,17.5,Jake's Breakaway,False,2,False,43.427148,"[43.427148, -80.590396]",-80.590396,ON,2020-06-04T22:11:04Z,2020-06-04T18:11:04Z,2759
"[{'type_id': 3, 'type': 'pr', 'rank': 1}]",3565252972,1,14175897,1,,,114.1,False,800.2,195,3080,False,2703764858871675113,,195,Dead Camel Bend (2020 Extension),1.0,2,Ride,-1.3,,0,Canada,800.2,398.2,385.0,43.42701,"[43.42701, -80.592942]",-80.592942,False,24052428,6.7,Dead Camel Bend (2020 Extension),False,2,False,43.427512,"[43.427512, -80.590343]",-80.590343,Ontario,2020-06-04T22:13:10Z,2020-06-04T18:13:10Z,2885
[],3565252972,1,14175897,1,,,97.0,False,337.6,91,3051,False,2703764858871675101,,91,Dead Camel 2014,,2,Ride,-6.5,St. Agatha,0,Canada,337.6,410.8,388.8,43.427153,"[43.427153, -80.593243]",-80.593243,False,7558461,-2.5,Dead Camel 2014,False,2,False,43.427712,"[43.427712, -80.589715]",-80.589715,ON,2020-06-04T22:14:25Z,2020-06-04T18:14:25Z,2960
[],3565252972,1,14175897,1,,,131.8,False,1864.18,844,3981,False,2703764858871675131,,844,twister,,2,Ride,-0.0,Wilmot,0,Canada,1864.18,402.4,382.4,43.4228197,"[43.4228197, -80.58828276]",-80.58828276,False,1480198,16.0,twister,False,2,False,43.42668292,"[43.42668292, -80.59276857]",-80.59276857,ON,2020-06-04T22:18:09Z,2020-06-04T18:18:09Z,3139
[],3565252972,1,14175897,1,,,129.0,False,2304.7,870,4046,True,2703764858871675141,,870,Twister - 15,,2,Ride,-0.0,Petersburg,0,Canada,2304.7,397.2,379.2,43.422897,"[43.422897, -80.585189]",-80.585189,False,10632529,31.9,Twister - 15,False,2,False,43.426235,"[43.426235, -80.592139]",-80.592139,Ontario,2020-06-04T22:18:48Z,2020-06-04T18:18:48Z,3178
[],3565252972,1,14175897,1,,,102.5,False,1167.4,375,4507,False,2703764858871675167,,375,Jessica (Spring 2013),,2,Ride,-0.0,"Waterloo Regional Municipality, ON, Canada",0,Canada,1167.4,391.2,370.6,43.423074,"[43.423074, -80.584788]",-80.584788,False,4119667,14.0,Jessica (Spring 2013),False,2,False,43.423097,"[43.423097, -80.5848]",-80.5848,ON,2020-06-04T22:35:12Z,2020-06-04T18:35:12Z,4132
[],3565252972,1,14175897,1,,,92.0,False,653.227,197,4454,False,2703764858871675155,,197,Jessica (Hydrocut),,2,Ride,1.2,Wilmot,0,Canada,653.227,388.5,369.0,43.4228029,"[43.4228029, -80.5848964]",-80.5848964,False,2269056,15.1,Jessica (Hydrocut),False,2,False,43.4226184,"[43.4226184, -80.5882629]",-80.5882629,ON,2020-06-04T22:37:17Z,2020-06-04T18:37:17Z,4257
[],3565252972,1,14175897,1,,,97.2,False,410.8,280,4686,True,2703764858871675227,,212,Kamikaze Double Black,,2,Ride,-2.6,,0,Canada,410.8,362.6,350.0,43.421363,"[43.421363, -80.585137]",-80.585137,False,18924672,41.0,Kamikaze Double Black,False,2,False,43.423158,"[43.423158, -80.584412]",-80.584412,Ontario,2020-06-04T22:40:53Z,2020-06-04T18:40:53Z,4473
[],3565252972,1,14175897,1,,,89.3,False,546.2,135,4634,True,2703764858871675177,,135,Fluffy Bunny (2018-December),,2,Ride,-3.0,,0,Canada,546.2,382.0,365.5,43.421457,"[43.421457, -80.584876]",-80.584876,False,19480372,13.3,Fluffy Bunny (2018-December),False,2,False,43.423172,"[43.423172, -80.584631]",-80.584631,Ontario,2020-06-04T22:41:19Z,2020-06-04T18:41:19Z,4499
[],3565252972,1,14175897,1,,,90.5,False,480.4,140,4640,False,2703764858871675219,,140,Fluffy Bunny,,2,Ride,-4.7,,0,Canada,480.4,396.8,374.0,43.421267,"[43.421267, -80.584966]",-80.584966,False,18924586,10.0,Fluffy Bunny,False,2,False,43.42314,"[43.42314, -80.584688]",-80.584688,Ontario,2020-06-04T22:41:20Z,2020-06-04T18:41:20Z,4500
[],3565252972,1,14175897,1,,,89.4,False,576.7,143,4648,True,2703764858871675209,,143,Kamikaze-Bunny,,2,Ride,-4.0,,0,Canada,576.7,387.1,364.1,43.421314,"[43.421314, -80.585137]",-80.585137,False,18970962,14.1,Kamikaze-Bunny,False,2,False,43.423027,"[43.423027, -80.584559]",-80.584559,Ontario,2020-06-04T22:41:25Z,2020-06-04T18:41:25Z,4505
[],3565252972,1,14175897,1,,,91.5,False,419.4,138,4647,True,2703764858871675201,,138,Kamikaze (WCC Hydrocut) (Detects both high and low line),,2,Ride,-3.8,,0,Canada,419.4,379.0,363.0,43.421362,"[43.421362, -80.585181]",-80.585181,False,8183177,14.2,Kamikaze (WCC Hydrocut) (Detects both high and low line),False,2,False,43.42302,"[43.42302, -80.584788]",-80.584788,Ontario,2020-06-04T22:41:29Z,2020-06-04T18:41:29Z,4509
[],3565252972,1,14175897,1,,,90.0,False,457.9,120,4635,True,2703764858871675187,,120,bunny ears fall 2018,,2,Ride,-3.8,,0,,457.9,396.6,379.2,43.421411,"[43.421411, -80.584913]",-80.584913,False,19106944,9.4,bunny ears fall 2018,False,2,False,43.422995,"[43.422995, -80.584495]",-80.584495,,2020-06-04T22:41:35Z,2020-06-04T18:41:35Z,4515
[],3565252972,1,14175897,1,,,135.0,False,1682.2,561,5215,False,2703764858871675285,,561,Creepy Corner 2017,,2,Ride,1.3,Petersburg,0,Canada,1682.2,385.7,360.7,43.422794,"[43.422794, -80.584946]",-80.584946,False,14885765,10.4,Creepy Corner 2017,False,2,False,43.42118,"[43.42118, -80.585274]",-80.585274,Ontario,2020-06-04T22:45:02Z,2020-06-04T18:45:02Z,4655
[],3565252972,1,14175897,1,,,137.2,False,1739.3,537,5192,True,2703764858871675277,,537,Creepy Corner - 16,,2,Ride,1.3,,0,Canada,1739.3,380.0,357.0,43.422786,"[43.422786, -80.58446]",-80.58446,False,13056526,20.7,Creepy Corner - 16,False,2,False,43.421141,"[43.421141, -80.585333]",-80.585333,Ontario,2020-06-04T22:45:03Z,2020-06-04T18:45:03Z,4656
[],3565252972,1,14175897,1,,,101.2,False,157.8,32,4901,False,2703764858871675237,,32,Medusa 2016,,2,Ride,0.4,,0,Canada,157.8,371.4,367.9,43.421101,"[43.421101, -80.582036]",-80.582036,False,13266739,8.5,Medusa 2016,False,2,False,43.420729,"[43.420729, -80.581484]",-80.581484,Ontario,2020-06-04T22:48:37Z,2020-06-04T18:48:37Z,4869
[],3565252972,1,14175897,1,,,109.2,False,607.5,200,5127,True,2703764858871675265,,200,Godzilla 2017,,2,Ride,0.4,Petersburg,0,Canada,607.5,376.4,369.1,43.421787,"[43.421787, -80.58341]",-80.58341,False,16002713,8.1,Godzilla 2017,False,2,False,43.421521,"[43.421521, -80.582736]",-80.582736,Ontario,2020-06-04T22:49:35Z,2020-06-04T18:49:35Z,4927
[],3565252972,1,14175897,1,,,100.5,False,339.8,151,5098,False,2703764858871675253,,151,Godzilla 2017,,2,Ride,-0.9,,0,,339.8,375.4,370.5,43.421425,"[43.421425, -80.583318]",-80.583318,False,16185714,12.3,Godzilla 2017,False,2,False,43.421455,"[43.421455, -80.582905]",-80.582905,,2020-06-04T22:49:55Z,2020-06-04T18:49:55Z,4947
[],3565252972,1,14175897,1,,,169.3,False,524.663,307,5439,False,2703764858871675297,,307,Pines Fire Road Climb (WCC Hydrocut),,2,Ride,7.8,Wilmot,0,Canada,524.663,407.4,366.7,43.42521,"[43.42521, -80.58671]",-80.58671,False,1683310,14.2,Pines Fire Road Climb (WCC Hydrocut),False,2,False,43.42142,"[43.42142, -80.58387]",-80.58387,ON,2020-06-04T22:53:01Z,2020-06-04T18:53:01Z,5133
[],3565252972,1,14175897,1,,,176.3,False,750.431,357,5569,True,2703764858871675333,,357,Bootleg (Hydrocut),,2,Ride,3.1,Wilmot,0,Canada,750.431,415.2,390.2,43.426691359202714,"[43.426691359202714, -80.58886106704264]",-80.58886106704264,False,2269089,11.5,Bootleg (Hydrocut),False,2,False,43.4230244,"[43.4230244, -80.5846856]",-80.5846856,ON,2020-06-04T22:54:21Z,2020-06-04T18:54:21Z,5213
[],3565252972,1,14175897,1,,,176.3,False,697.6,357,5569,True,2703764858871675349,,357,Bootleg 2013 (also detects doubletrack rides),,2,Ride,4.0,"Waterloo Regional Municipality, ON, Canada",0,Canada,697.6,413.8,382.6,43.426669,"[43.426669, -80.58889]",-80.58889,False,4210241,20.6,Bootleg 2013 (also detects doubletrack rides),False,2,False,43.423108,"[43.423108, -80.584644]",-80.584644,ON,2020-06-04T22:54:21Z,2020-06-04T18:54:21Z,5213
[],3565252972,1,14175897,1,,,176.4,False,1056.9,348,5569,False,2703764858871675341,,348,Bootleg - 16,,2,Ride,2.5,,0,Canada,1056.9,409.8,382.0,43.426647,"[43.426647, -80.588822]",-80.588822,False,11983607,14.6,Bootleg - 16,False,2,False,43.423318,"[43.423318, -80.584885]",-80.584885,Ontario,2020-06-04T22:54:30Z,2020-06-04T18:54:30Z,5222
[],3565252972,1,14175897,1,,,195.5,False,593.4,276,5497,True,2703764858871675307,,276,Bootleg Hydrocut May 2016,,2,Ride,4.6,,0,Canada,593.4,415.0,387.8,43.425498,"[43.425498, -80.58751]",-80.58751,False,12140235,18.9,Bootleg Hydrocut May 2016,False,2,False,43.4233,"[43.4233, -80.584963]",-80.584963,Ontario,2020-06-04T22:54:30Z,2020-06-04T18:54:30Z,5222
[],3565252972,1,14175897,1,,,192.0,False,326.4,279,5504,True,2703764858871675323,,279,Bootleg Double Track Climb,,2,Ride,8.4,,0,Canada,326.4,442.8,415.4,43.425589,"[43.425589, -80.58737]",-80.58737,False,13617468,13.2,Bootleg Double Track Climb,False,2,False,43.423425,"[43.423425, -80.584813]",-80.584813,Ontario,2020-06-04T22:54:34Z,2020-06-04T18:54:34Z,5226
[],3565252972,1,14175897,1,,,91.5,False,1668.56,418,5984,True,2703764858871675423,,418,"New Trail Trial (NEW, ROUGH BUT GONNA B GREAT!)",,2,Ride,-1.8,St Agatha,0,Canada,1668.56,417.2,371.6,43.43108010589779,"[43.43108010589779, -80.57355596001426]",-80.57355596001426,False,1617958,8.6,"New Trail Trial (NEW, ROUGH BUT GONNA B GREAT!)",False,2,False,43.42667983710099,"[43.42667983710099, -80.58876442551838]",-80.58876442551838,ON,2020-06-04T23:00:15Z,2020-06-04T19:00:15Z,5566
[],3565252972,1,14175897,1,,,100.4,False,2735.6,720,6289,False,2703764858871675439,,720,Heading Home,,2,Ride,-1.3,Petersburg,0,Canada,2735.6,417.2,371.3,43.427537,"[43.427537, -80.565068]",-80.565068,False,9670231,7.5,Heading Home,False,2,False,43.426758,"[43.426758, -80.588877]",-80.588877,Ontario,2020-06-04T23:00:19Z,2020-06-04T19:00:19Z,5570
[],3565252972,1,14175897,1,,,53.1,False,610.9,141,5711,True,2703764858871675385,,141,Monkey Boy 2020 extension,,2,Ride,-4.2,,0,Canada,610.9,407.8,381.2,43.428718,"[43.428718, -80.58458]",-80.58458,False,23857742,5.8,Monkey Boy 2020 extension,False,2,False,43.426714,"[43.426714, -80.589033]",-80.589033,Ontario,2020-06-04T23:00:19Z,2020-06-04T19:00:19Z,5570
[],3565252972,1,14175897,1,,,89.9,False,1648.89,412,5983,False,2703764858871675413,,412,Monkey Boy + Double/Triple Bypass (WCC Hydrocut),,2,Ride,-1.9,Wilmot,0,Canada,1648.89,417.2,372.7,43.43102,"[43.43102, -80.57378]",-80.57378,False,1440446,8.8,Monkey Boy + Double/Triple Bypass (WCC Hydrocut),False,2,False,43.42684,"[43.42684, -80.58888]",-80.58888,ON,2020-06-04T23:00:20Z,2020-06-04T19:00:20Z,5571
[],3565252972,1,14175897,1,,,59.5,False,469.153,97,5673,False,2703764858871675363,,97,Monkey Boy (Hyrdocut),,2,Ride,-2.3,St Agatha,0,Canada,469.153,417.1,402.6,43.4284562,"[43.4284562, -80.5863514]",-80.5863514,False,2269107,8.1,Monkey Boy (Hyrdocut),False,2,False,43.4269118,"[43.4269118, -80.5888379]",-80.5888379,ON,2020-06-04T23:00:25Z,2020-06-04T19:00:25Z,5576
"[{'type_id': 3, 'type': 'pr', 'rank': 3}]",3565252972,1,14175897,1,,,27.6,False,306.252,53,5668,False,2703764858871675357,,53,monkey boy d/h,3.0,2,Ride,-2.2,St Agatha,0,Canada,306.252,413.5,402.7,43.42812036,"[43.42812036, -80.58627721]",-80.58627721,False,1609268,4.9,monkey boy d/h,False,2,False,43.42711169,"[43.42711169, -80.58759399]",-80.58759399,ON,2020-06-04T23:01:04Z,2020-06-04T19:01:04Z,5615
[],3565252972,1,14175897,1,,,83.7,False,928.9,205,5881,False,2703764858871675395,,205,Back 40,,2,Ride,-2.6,St. Agatha,0,Canada,928.9,404.0,371.4,43.430433,"[43.430433, -80.575884]",-80.575884,False,5755641,9.5,Back 40,False,2,False,43.428495,"[43.428495, -80.586156]",-80.586156,ON,2020-06-04T23:02:05Z,2020-06-04T19:02:05Z,5676
[],3565252972,1,14175897,1,,,144.5,False,216.8,83,5983,False,2703764858871675405,,83,Double Bypass,,2,Ride,0.6,Waterloo,0,Canada,216.8,384.0,382.5,43.430976,"[43.430976, -80.573744]",-80.573744,False,12252667,5.6,Double Bypass,False,2,False,43.430697,"[43.430697, -80.575658]",-80.575658,Ontario,2020-06-04T23:05:49Z,2020-06-04T19:05:49Z,5900
[],3565252972,1,14175897,1,,,72.2,False,315.4,76,6090,False,2703764858871675431,,76,Andy's BBQ 2014,,2,Ride,-0.5,Waterloo,0,Canada,315.4,386.4,383.2,43.429724,"[43.429724, -80.570269]",-80.570269,False,7813120,2.3,Andy's BBQ 2014,False,2,False,43.430553,"[43.430553, -80.573454]",-80.573454,ON,2020-06-04T23:07:44Z,2020-06-04T19:07:44Z,6015
[],3565252972,1,14175897,1,,,115.4,False,887.934,270,6314,False,2703764858871675445,,270,Rockin' Ronnie (Hydrocut),,2,Ride,-0.9,Waterloo,0,Canada,887.934,386.4,373.8,43.4278974,"[43.4278974, -80.5647653]",-80.5647653,False,2269066,2.9,Rockin' Ronnie (Hydrocut),False,2,False,43.4304984,"[43.4304984, -80.5718062]",-80.5718062,ON,2020-06-04T23:08:14Z,2020-06-04T19:08:14Z,6045
[],3555380594,1,14175897,1,,,142.2,False,640.2,123,391,False,2703039393098004829,,123,Willow Wood Drive,,2,Ride,0.6,Waterloo,0,Canada,640.2,362.0,356.2,43.465451,"[43.465451, -80.584205]",-80.584205,False,7544982,5.0,Willow Wood Drive,False,2,False,43.469343,"[43.469343, -80.579596]",-80.579596,ON,2020-06-02T21:31:48Z,2020-06-02T17:31:48Z,268
[],3555380594,1,14175897,1,,,131.7,False,895.57,192,587,False,2703039393098004833,,192,SJMA mini climb east side,,2,Ride,1.9,Waterloo,0,Canada,895.57,397.6,380.8,43.47054021432996,"[43.47054021432996, -80.59244541451335]",-80.59244541451335,False,1844481,7.1,SJMA mini climb east side,False,2,False,43.46523170359433,"[43.46523170359433, -80.58438898064196]",-80.58438898064196,ON,2020-06-02T21:33:58Z,2020-06-02T17:33:58Z,398
